seed,variant,micro_rmse,micro_mae,micro_r2,macro_rmse,macro_mae,macro_r2,elapsed_seconds,micro_rmse_delta_pct_vs_seed_baseline,micro_mae_delta_pct_vs_seed_baseline,macro_rmse_delta_pct_vs_seed_baseline,macro_mae_delta_pct_vs_seed_baseline
42,baseline,3.208899468521196,1.4869047662836166,0.7801398092609377,3.1563169196744307,1.5749568209913172,0.6965940276406037,1183.33662799999,0.0,0.0,0.0,0.0
42,lag_only,3.2299922295162626,1.524162179535223,0.7772399365857,3.1359378311561317,1.6004041864088432,0.7050262115604938,1222.9043945000158,0.6573207170241246,2.505702725314943,-0.6456604022007122,1.615750036976176
7,baseline,3.2127997810144597,1.5139913400138654,0.7796050186867862,3.179295785439006,1.6250132424413322,0.680060628650354,1161.8288722000143,0.0,0.0,0.0,0.0
7,lag_only,3.30810622227428,1.5098317034315714,0.7663352127648503,3.2466397100261886,1.6105818678652735,0.6843932245706804,1145.835499800014,2.9664606497740293,-0.27474639202730966,2.118202555912346,-0.8880773521806985
2026,baseline,3.3225039779144114,1.5429194984887467,0.7642968443856895,3.2429096178020766,1.6388273711157606,0.6868615880864155,1145.5878884000122,0.0,0.0,0.0,0.0
2026,lag_only,3.413843564714129,1.5111014319814382,0.751159187791053,3.307471911849046,1.5971714918072586,0.679648084353591,1142.141907400015,2.7491189598831745,-2.062198743257409,1.9908755301890704,-2.5418100797365555
