variant,station,count,baseline_rmse,variant_rmse,rmse_delta,rmse_delta_pct,baseline_mae,variant_mae,mae_delta,baseline_r2,variant_r2,r2_delta
lag_only,IL-Yat_ENF_Merged,78720,1.9981740913548047,1.8138352295414586,-0.18433886181334613,-9.225365427912262,1.1509583123800595,1.07306850089472,-0.07788981148533947,0.49700835140189714,0.5855331572144811,0.08852480581258393
lag_only,IT-BsB_DBF_Merged,33271,2.7008813356937833,2.7467828226917725,0.04590148699798924,1.699500322038339,1.4352189182808794,1.5075606254757243,0.0723417071948449,0.8857684761664021,0.881852752429171,-0.003915723737231036
lag_only,IT-SR2_ENF_Merged,76670,3.6563873439382792,3.70598992071772,0.0496025767794408,1.3566007130419087,1.9838074701557231,2.048222005690685,0.06441453553496168,0.8042008226331965,0.7988523623556298,-0.005348460277566636
lag_only,KR-ScC_ENF_Merged,26201,3.5758855263122546,3.353208675753554,-0.22267685055870068,-6.2271806219799,1.668776199124359,1.6139800473345285,-0.05479615178983055,0.7831705390666264,0.8093344469337914,0.026163907867165048
lag_only,RU-Fy2_ENF_Merged,78119,3.145634080655558,3.045439994292118,-0.10019408636344007,-3.1851793245627404,1.4034864164372023,1.417915063584708,0.014428647147505691,0.7957790681119301,0.8085814842727462,0.012802416160816121
lag_only,RU-Fyo_ENF_Merged,78815,2.9469995014882047,3.09070253060199,0.14370302911378552,4.876248843653246,1.5170999898724784,1.636761396194271,0.11966140632179267,0.7865673405869082,0.7652448294453446,-0.021322511141563694
lag_only,US-CMW_DBF_Merged,52394,2.3828267899957245,2.356857421290558,-0.025969368705166307,-1.0898554949188273,1.1547728367455565,1.2879121349677605,0.13313929822220394,0.7818251370160214,0.7865548039985878,0.004729666982566383
lag_only,US-CRK_ENF_Merged,29331,2.560195734624862,2.8620875848452743,0.3018918502204122,11.791748815824333,1.4396725924762628,1.5601880168301903,0.12051542435392748,0.8579900574599599,0.8225245639480137,-0.03546549351194628
lag_only,US-MMS_DBF_Merged,70033,2.762605495757367,2.75639927895036,-0.006206216807006726,-0.22465085284662747,1.223843831846998,1.2907232413306162,0.06687940948361826,0.9083329373276876,0.9087443363784492,0.0004113990507615961
lag_only,US-Mo1_CRO_Merged,78374,6.207412017290343,6.666266413384158,0.4588543960938152,7.392040270819885,2.7824846284519755,2.9663975927081823,0.18391296425620673,0.451392948626151,0.3672887274148391,-0.08410422121131189
