variant,station,baseline_rmse,candidate_rmse,rmse_delta,rmse_delta_percent,outcome
static_film,ES-HeB_ENF_Merged,1.9311561437161824,2.0205670532368707,0.08941090952068831,4.629916115878242,loss
static_film,ES-LM2_SAV_Merged,1.5439512517632008,1.3710171069074792,-0.17293414485572156,-11.200751620767159,win
static_film,FR-CLt_GRA_Merged,4.098979543379275,3.860542726012899,-0.238436817366376,-5.816979929834055,win
static_film,FR-Mej_GRA_Merged,4.57583638948323,4.609181368952419,0.03334497946918891,0.7287187878007741,loss
static_film,IL-Yat_ENF_Merged,1.9981740888034087,2.0387393319375473,0.04056524313413856,2.030115562074511,loss
static_film,IT-BsB_DBF_Merged,2.700881345124452,2.7494844754892434,0.04860313036479136,1.799528529919622,loss
static_film,IT-SR2_ENF_Merged,3.6563873842556567,3.5282329308478997,-0.128154453407757,-3.504947368530696,win
static_film,KR-ScC_ENF_Merged,3.5758855484089986,4.4917676006048,0.9158820521958013,25.612733959097216,loss
static_film,RU-Fy2_ENF_Merged,3.1456341068885294,3.087808232747268,-0.05782587414126139,-1.8382899020146763,win
static_film,RU-Fyo_ENF_Merged,2.9469995359303716,2.70376133742127,-0.24323819850910144,-8.253757611546785,win
static_film,US-CMW_DBF_Merged,2.382826821757898,2.2900486393959207,-0.0927781823619771,-3.89361834921479,win
static_film,US-CRK_ENF_Merged,2.5601957364932093,2.5703961007194738,0.010200364226264469,0.3984212644708279,loss
static_film,US-MMS_DBF_Merged,2.7626054892362983,3.081358717665855,0.31875322842955667,11.538137807641641,loss
static_film,US-Mo1_CRO_Merged,6.207412030197039,6.57808738304003,0.3706753528429907,5.9714958671951495,loss
static_film,US-Ne2_CRO_Merged,4.087748668952957,4.079495370871756,-0.008253298081201343,-0.2019032663110219,win
static_film,US-Ro1_CRO_Merged,5.4494005935218714,5.94713322774771,0.49773263422583813,9.133713436621486,loss
static_film,US-SP1_ENF_Merged,2.8599370910779878,3.3858651459740976,0.5259280548961098,18.3894973262462,loss
static_film,US-SRG_GRA_Merged,1.765775723781965,2.0856794601603723,0.3199037363784074,18.116895145281124,loss
static_film,US-SRM_WSA_Merged,1.8085379464595919,1.9060087235650474,0.09747077710545549,5.389479236322636,loss
static_film,US-TKs_CSH_Merged,1.4381420250665329,1.1523963565653126,-0.2857456685012203,-19.869085495085287,win
static_film,US-UC1_CVM_Merged,3.4702680481739776,3.5313852240999704,0.06111717592599275,1.7611658545555877,loss
static_film,US-UMd_DBF_Merged,2.7630698238063176,2.6825499038128466,-0.08051991999347097,-2.914147130836863,win
static_film,US-Var_GRA_Merged,2.8234378995956324,1.9793071118576777,-0.8441307877379547,-29.897267719571573,win
static_film,US-Wkg_GRA_Merged,1.3586885071066968,1.8111967694546298,0.45250826234793307,33.304783250985274,loss
static_film,US-xAE_GRA_Merged,1.8707143042536187,2.266475318230464,0.39576101397684527,21.155609548554065,loss
static_film,US-xBL_DBF_Merged,2.378784200666848,2.287323983121593,-0.09146021754525524,-3.8448303767788636,win
static_film,US-xCL_GRA_Merged,2.9607158751056675,3.5395267155188948,0.5788108404132273,19.54969219707952,loss
static_film,US-xJR_OSH_Merged,0.9165592449327067,0.9544219254841735,0.0378626805514668,4.130958338022837,loss
static_film,US-xUN_MF_Merged,2.4790339662831125,2.554169818833223,0.07513585255011046,3.0308520807709556,loss
ndvi_nirv,AU-MvB_CRO_Merged,6.632921000735733,6.558781302122134,-0.0741396986135987,-1.117753379022229,win
ndvi_nirv,AU-Sil_GRA_Merged,3.7818969144743866,3.008727063240779,-0.7731698512336074,-20.443969487229232,win
ndvi_nirv,AU-Sno_EBF_Merged,2.4331816526862817,1.7548498707005178,-0.6783317819857639,-27.87838636038012,win
ndvi_nirv,CA-TP3_ENF_Merged,2.8155723589413877,2.600171329841806,-0.2154010290995818,-7.650346062516728,win
ndvi_nirv,CA-TP4_ENF_Merged,2.9251529042662403,2.5234755020098976,-0.40167740225634274,-13.731842929322063,win
ndvi_nirv,CH-Crs_GRA_Merged,3.6007448521425434,3.407931654934343,-0.19281319720820056,-5.354814215549633,win
ndvi_nirv,CH-Fru_GRA_Merged,3.6304910547258857,3.6490330101116437,0.01854195538575798,0.5107285793094444,loss
ndvi_nirv,CN-Yuc_CRO_Merged,3.6558525925268204,4.004967943146183,0.3491153506193627,9.549491993550653,loss
ndvi_nirv,CZ-KrP_CRO_Merged,3.9425876544000036,4.10686896830808,0.16428131390807676,4.1668398602307715,loss
ndvi_nirv,DE-Amv_WET_Merged,4.049656920184496,3.7883597897149923,-0.261297130469504,-6.452327582791869,win
ndvi_nirv,DE-Har_ENF_Merged,2.5248348781400183,2.4062965032925323,-0.11853837484748597,-4.694896124645196,win
ndvi_nirv,DE-RuM_CRO_Merged,4.911591817606319,5.424288250640234,0.5126964330339145,10.438498394676838,loss
ndvi_nirv,DE-RuR_GRA_Merged,3.421901756046453,3.492467942873019,0.07056618682656612,2.0621920749734164,loss
ndvi_nirv,DE-RuS_CRO_Merged,4.877501854900731,5.042984444956429,0.16548259005569754,3.39277349304187,loss
ndvi_nirv,ES-HeB_ENF_Merged,1.9311561437161824,1.9208919030367668,-0.01026424067941556,-0.5315075486161243,win
ndvi_nirv,ES-LM2_SAV_Merged,1.5439512517632008,1.5033177027760256,-0.040633548987175194,-2.6317896333042547,win
ndvi_nirv,FR-CLt_GRA_Merged,4.098979543379275,3.3153363985531374,-0.7836431448261374,-19.118005750770042,win
ndvi_nirv,FR-Mej_GRA_Merged,4.57583638948323,4.55430725940502,-0.021529130078210557,-0.4704960633577622,win
ndvi_nirv,IL-Yat_ENF_Merged,1.9981740888034087,1.9773930115967069,-0.02078107720670186,-1.0400033372040394,win
ndvi_nirv,IT-BsB_DBF_Merged,2.700881345124452,2.814875176291902,0.11399383116745021,4.220616036066463,loss
ndvi_nirv,IT-SR2_ENF_Merged,3.6563873842556567,3.7155615041439924,0.05917411988833576,1.6183766562355657,loss
ndvi_nirv,KR-ScC_ENF_Merged,3.5758855484089986,3.1488683295490385,-0.42701721885996013,-11.94157959138124,win
ndvi_nirv,RU-Fy2_ENF_Merged,3.1456341068885294,3.0418866035211116,-0.10374750336741778,-3.2981427541182953,win
ndvi_nirv,RU-Fyo_ENF_Merged,2.9469995359303716,3.1015364008780972,0.15453686494772567,5.2438713703067545,loss
ndvi_nirv,US-CMW_DBF_Merged,2.382826821757898,2.4225903164031575,0.039763494645259634,1.6687530240206319,loss
ndvi_nirv,US-CRK_ENF_Merged,2.5601957364932093,2.8326042530677027,0.2724085165744934,10.640144137870527,loss
ndvi_nirv,US-MMS_DBF_Merged,2.7626054892362983,2.963454387248226,0.20084889801192762,7.270270720682988,loss
ndvi_nirv,US-Mo1_CRO_Merged,6.207412030197039,6.164753451581295,-0.04265857861574407,-0.6872200267716073,win
ndvi_nirv,US-Ne2_CRO_Merged,4.087748668952957,4.107490583200473,0.0197419142475157,0.4829532304042662,loss
ndvi_nirv,US-Ro1_CRO_Merged,5.4494005935218714,5.3906338658891775,-0.05876672763269397,-1.0784071867014984,win
ndvi_nirv,US-SP1_ENF_Merged,2.8599370910779878,3.2122630160116037,0.3523259249336159,12.319359262577862,loss
ndvi_nirv,US-SRG_GRA_Merged,1.765775723781965,2.2657572255434983,0.49998150176153344,28.315119243494046,loss
ndvi_nirv,US-SRM_WSA_Merged,1.8085379464595919,1.7322459237017702,-0.07629202275782165,-4.218436384327546,win
ndvi_nirv,US-TKs_CSH_Merged,1.4381420250665329,1.1158944319700967,-0.32224759309643614,-22.407216219241487,win
ndvi_nirv,US-UC1_CVM_Merged,3.4702680481739776,3.2206379944268027,-0.24963005374717495,-7.193394005357249,win
ndvi_nirv,US-UMd_DBF_Merged,2.7630698238063176,2.6581487778700073,-0.10492104593631035,-3.79726364612004,win
ndvi_nirv,US-Var_GRA_Merged,2.8234378995956324,2.116978431844118,-0.7064594677515146,-25.02125043560166,win
ndvi_nirv,US-Wkg_GRA_Merged,1.3586885071066968,1.5478954294626908,0.189206922355994,13.925702717461474,loss
ndvi_nirv,US-xAE_GRA_Merged,1.8707143042536187,2.1235141289016455,0.25279982464802675,13.513545284451617,loss
ndvi_nirv,US-xBL_DBF_Merged,2.378784200666848,2.5946946634997334,0.2159104628328854,9.07650482849007,loss
ndvi_nirv,US-xCL_GRA_Merged,2.9607158751056675,3.4751673331613935,0.514451458055726,17.375914466543176,loss
ndvi_nirv,US-xJR_OSH_Merged,0.9165592449327067,0.9094342342158743,-0.007125010716832358,-0.7773649937223068,win
ndvi_nirv,US-xUN_MF_Merged,2.4790339662831125,2.624789594392913,0.14575562810980047,5.879533321938953,loss
layernorm_lstm,AU-MvB_CRO_Merged,6.632921000735733,7.4705995585030704,0.8376785577673376,12.629105000261893,loss
layernorm_lstm,AU-Sil_GRA_Merged,3.7818969144743866,2.9089804482480046,-0.872916466226382,-23.081445263235082,win
