variant,station,control_rmse,candidate_rmse,rmse_delta,rmse_delta_pct,outcome
gpp_query_pooling,US-xAE_GRA_Merged,1.79486439366455,2.067653367029179,0.27278897336462893,15.198305472408387,loss
gpp_query_pooling,US-xBL_DBF_Merged,2.3337217682526146,2.5334814579342524,0.19975968968163782,8.559704605712653,loss
gpp_query_pooling,US-xCL_GRA_Merged,2.805385551256506,3.200349519089865,0.39496396783335896,14.0787767177477,loss
gpp_query_pooling,US-xJR_OSH_Merged,0.8865426402595284,0.9889456539278191,0.10240301366829063,11.550827790788826,loss
gpp_query_pooling,US-xUN_MF_Merged,2.1857643358817946,2.5710571388707772,0.3852928029889826,17.627371655030018,loss
timexer,AU-MvB_CRO_Merged,7.052747167782821,7.378047176088146,0.3253000083053257,4.612387209785525,loss
timexer,AU-Sil_GRA_Merged,2.9607636898316527,3.52602281222772,0.5652591223960672,19.091666259532097,loss
timexer,AU-Sno_EBF_Merged,2.292743440591289,2.181762694939309,-0.1109807456519798,-4.840521782208581,win
timexer,CA-TP3_ENF_Merged,2.5109557828710174,2.590460929859035,0.07950514698801747,3.166330029798915,loss
timexer,CA-TP4_ENF_Merged,2.5611972409931987,2.661559143521788,0.10036190252858912,3.918554218404128,loss
timexer,CH-Crs_GRA_Merged,3.6183122017574068,3.6796408254539523,0.06132862369654557,1.6949511340331105,loss
timexer,CH-Fru_GRA_Merged,3.742116789132603,3.796611846250927,0.05449505711832403,1.4562628637508561,loss
timexer,CN-Yuc_CRO_Merged,3.711720199342265,5.223166101942076,1.511445902599811,40.720900860674966,loss
timexer,CZ-KrP_CRO_Merged,4.157722896121677,5.580944964577941,1.4232220684562638,34.23080623732392,loss
timexer,DE-Amv_WET_Merged,4.074442257292313,3.472047988149071,-0.6023942691432422,-14.78470502472075,win
timexer,DE-Har_ENF_Merged,2.5598940282411453,2.915859854187019,0.3559658259458738,13.905490696833695,loss
timexer,DE-RuM_CRO_Merged,4.596330069297273,6.351257312823885,1.7549272435266126,38.18105351591778,loss
timexer,DE-RuR_GRA_Merged,3.574116339769227,3.7812020844644483,0.20708574469522123,5.794040400727199,loss
timexer,DE-RuS_CRO_Merged,4.949142875018484,6.555240881627174,1.6060980066086907,32.45204366024071,loss
timexer,ES-HeB_ENF_Merged,2.0267574439803124,1.9700682064961643,-0.056689237484148114,-2.7970410397416448,win
timexer,ES-LM2_SAV_Merged,1.5338937544440525,1.3821834195054825,-0.15171033493857,-9.89053736603525,win
timexer,FR-CLt_GRA_Merged,3.783260939953519,3.046331429094498,-0.7369295108590208,-19.478685783383334,win
timexer,FR-Mej_GRA_Merged,4.693949716210748,4.514062135266538,-0.17988758094420998,-3.8323286745693257,win
timexer,IL-Yat_ENF_Merged,1.8618269129496747,1.9677173314760088,0.10589041852633407,5.68744697962137,loss
timexer,IT-BsB_DBF_Merged,2.7607259540221865,2.596158093821897,-0.16456786020028957,-5.9610357181786044,win
timexer,IT-SR2_ENF_Merged,3.844075618386728,5.270459552689794,1.426383934303066,37.10603213632117,loss
timexer,KR-ScC_ENF_Merged,3.0383912850859742,3.3999816857870586,0.3615904007010844,11.900718728228345,loss
timexer,RU-Fy2_ENF_Merged,2.955399798618566,3.296370657700824,0.3409708590822582,11.537216022063657,loss
timexer,RU-Fyo_ENF_Merged,2.705392035910339,3.094890686745154,0.38949865083481505,14.397124175156833,loss
timexer,US-CMW_DBF_Merged,2.1208246787029896,2.2378798462972886,0.11705516759429901,5.519323156211348,loss
timexer,US-CRK_ENF_Merged,2.5213084328640916,2.845358609844456,0.3240501769803643,12.852460760314758,loss
timexer,US-MMS_DBF_Merged,2.8565423643319408,2.9863332267619715,0.1297908624300308,4.543635132132373,loss
timexer,US-Mo1_CRO_Merged,5.989484076852802,7.769313439332877,1.7798293624800747,29.71590440249226,loss
timexer,US-Ne2_CRO_Merged,3.8560868092292764,4.508868908262324,0.6527820990330473,16.928615234248838,loss
